Íø¹º                	   8	5.00	   1	20120101
¹¤×Ê                	   1	-10000.00	   2	20120102
Âò·¿                	   7	10000000.00	   3	20120103
Íø¹º                	   8	5.00	   4	20120104
Íø¹º                	   8	5.00	   5	20120105
Íø¹º                	   8	5.00	   6	20120106
Íø¹º                	   8	5.00	   7	20120107
Íø¹º                	   8	5.00	   8	20120108
Íø¹º                	   8	5.00	   9	20120109
Íø¹º                	   8	5.00	  10	20120110
Íø¹º                	   8	5.00	  11	20120111
Íø¹º                	   8	5.00	  12	20120112
Íø¹º                	   8	5.00	  13	20120113
Íø¹º                	   8	5.00	  14	20120114
Íø¹º                	   8	5.00	  15	20120115
Íø¹º                	   8	5.00	  16	20120116
Íø¹º                	   8	5.00	  17	20120117
Íø¹º                	   8	5.00	  18	20120118
Íø¹º                	   8	5.00	  19	20120119
Íø¹º                	   8	5.00	  20	20120120
Íø¹º                	   8	5.00	  21	20120121
Íø¹º                	   8	5.00	  22	20120122
Íø¹º                	   8	5.00	  23	20120123
Íø¹º                	   8	5.00	  24	20120124
Íø¹º                	   8	5.00	  25	20120125
Íø¹º                	   8	5.00	  26	20120126
Íø¹º                	   8	5.00	  27	20120127
Íø¹º                	   8	5.00	  28	20120128
Íø¹º                	   8	5.00	  29	20120129
Íø¹º                	   8	5.00	  30	20120130
Íø¹º                	   8	5.00	  31	20120131
Íø¹º                	   8	5.00	  32	20120132
Íø¹º                	   8	5.00	  33	20120133
Íø¹º                	   8	5.00	  34	20120134
Íø¹º                	   8	5.00	  35	20120135
Íø¹º                	   8	5.00	  36	20120136
Íø¹º                	   8	5.00	  37	20120137
Íø¹º                	   8	5.00	  38	20120138
Íø¹º                	   8	5.00	  39	20120139
Íø¹º                	   8	5.00	  40	20120140
Íø¹º                	   8	5.00	  41	20120141
Íø¹º                	   8	5.00	  42	20120142
Íø¹º                	   8	5.00	  43	20120143
Íø¹º                	   8	5.00	  44	20120144
Íø¹º                	   8	5.00	  45	20120145
Íø¹º                	   8	5.00	  46	20120146
Íø¹º                	   8	5.00	  47	20120147
Íø¹º                	   8	5.00	  48	20120148
Íø¹º                	   8	5.00	  49	20120149
Íø¹º                	   8	5.00	  50	20120150
Íø¹º                	   8	5.00	  51	20120151
Íø¹º                	   8	5.00	  52	20120152
Íø¹º                	   8	5.00	  53	20120153
Íø¹º                	   8	5.00	  54	20120154
Íø¹º                	   8	5.00	  55	20120155
Íø¹º                	   8	5.00	  56	20120156
Íø¹º                	   8	5.00	  57	20120157
Íø¹º                	   8	5.00	  58	20120158
Íø¹º                	   8	5.00	  59	20120159
Íø¹º                	   8	5.00	  60	20120160
Íø¹º                	   8	5.00	  61	20120161
Íø¹º                	   8	5.00	  62	20120162
